query,answer,label,text
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: ( b ) Bank has the right to audit Borrower ' s Collateral upon an Event of Default has occurred and is continuing .
Answer:","Bank, ORG
Borrower, PER","[O, O, O, B-ORG, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",( b ) Bank has the right to audit Borrower ' s Collateral upon an Event of Default has occurred and is continuing .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower will make , and cause each Subsidiary to make , timely payment of all material federal , state , and local taxes or assessments and will deliver to Bank , on demand , appropriate certificates attesting to the payment .
Answer:","Borrower, PER
Bank, ORG","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O]","Borrower will make , and cause each Subsidiary to make , timely payment of all material federal , state , and local taxes or assessments and will deliver to Bank , on demand , appropriate certificates attesting to the payment ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower will keep its business and the Collateral insured for risks and in amounts , as Bank requests .
Answer:","Borrower, PER
Bank, ORG","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O]","Borrower will keep its business and the Collateral insured for risks and in amounts , as Bank requests ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Insurance policies will be in a form , with companies , and in amounts that are satisfactory to Bank .
Answer:","Bank, ORG","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O]","Insurance policies will be in a form , with companies , and in amounts that are satisfactory to Bank ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: All property policies will have a lender ' s loss payable endorsement showing Bank as an additional loss payee and all liability policies will show the Bank as an additional insured and provide that the insurer must give Bank at least 20 days notice before canceling its policy .
Answer:","lender, PER
Bank, ORG
Bank, ORG
Bank, ORG","[O, O, O, O, O, O, B-PER, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O]",All property policies will have a lender ' s loss payable endorsement showing Bank as an additional loss payee and all liability policies will show the Bank as an additional insured and provide that the insurer must give Bank at least 20 days notice before canceling its policy .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: At Bank ' s request , Borrower will deliver certified copies of policies and evidence of all premium payments .
Answer:","Bank, ORG
Borrower, PER","[O, B-ORG, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O]","At Bank ' s request , Borrower will deliver certified copies of policies and evidence of all premium payments ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Proceeds payable under any policy will , at Bank ' s option , be payable to Bank on account of the Obligations .
Answer:","Bank, ORG
Bank, ORG","[O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O]","Proceeds payable under any policy will , at Bank ' s option , be payable to Bank on account of the Obligations ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower will maintain its primary depository and operating accounts with Bank .
Answer:","Borrower, PER
Bank, ORG","[B-PER, O, O, O, O, O, O, O, O, O, B-ORG, O]",Borrower will maintain its primary depository and operating accounts with Bank .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower will execute any further instruments and take further action as Bank requests to perfect or continue Bank ' s security interest in the Collateral or to effect the purposes of this Agreement .
Answer:","Borrower, PER
Bank, ORG
Bank, ORG","[B-PER, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",Borrower will execute any further instruments and take further action as Bank requests to perfect or continue Bank ' s security interest in the Collateral or to effect the purposes of this Agreement .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower will bear the risk of the Collateral being lost , stolen , destroyed , or damaged .
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Borrower will bear the risk of the Collateral being lost , stolen , destroyed , or damaged ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: If any item of Collateral is lost , stolen , destroyed , or damaged , then Borrower will pay Bank an amount equal to the sum of ( i ) all accrued and unpaid Scheduled Payments due prior to the next such Payment Date and ( ii ) a prepayment in an amount equal to the Stipulated Loan Value as to such Collateral .
Answer:","Borrower, PER
Bank, ORG","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","If any item of Collateral is lost , stolen , destroyed , or damaged , then Borrower will pay Bank an amount equal to the sum of ( i ) all accrued and unpaid Scheduled Payments due prior to the next such Payment Date and ( ii ) a prepayment in an amount equal to the Stipulated Loan Value as to such Collateral ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: If during the term of this Agreement any item of Financed Equipment is lost , stolen , destroyed , damaged beyond repair , rendered permanently unfit for use , or seized by a governmental authority for any reason whatsoever for a period equal to at least the remainder of the term of this Agreement ( an "" Event of Loss ""), then in each case Bank will receive from the proceeds of insurance maintained pursuant to Section 6 , from any award paid by the seizing governmental authority or , to the extent not received from the proceeds of insurance or award or both , from Borrower , on or before the Payment Date next succeeding such Event of Loss for each such item of Financed Equipment subject to an Event of Loss , an amount equal to the sum of : ( i ) all accrued and unpaid Scheduled Payments with respect to such Loan due prior to the next such Payment Date , ( ii ) a prepayment in an amount equal to the Stipulated Loss Value and ( iii ) all other sums , if any , that shall have become due and payable , including interest at the Default Rate with respect to any past due amounts .
Answer:","Bank, ORG
Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","If during the term of this Agreement any item of Financed Equipment is lost , stolen , destroyed , damaged beyond repair , rendered permanently unfit for use , or seized by a governmental authority for any reason whatsoever for a period equal to at least the remainder of the term of this Agreement ( an "" Event of Loss ""), then in each case Bank will receive from the proceeds of insurance maintained pursuant to Section 6 , from any award paid by the seizing governmental authority or , to the extent not received from the proceeds of insurance or award or both , from Borrower , on or before the Payment Date next succeeding such Event of Loss for each such item of Financed Equipment subject to an Event of Loss , an amount equal to the sum of : ( i ) all accrued and unpaid Scheduled Payments with respect to such Loan due prior to the next such Payment Date , ( ii ) a prepayment in an amount equal to the Stipulated Loss Value and ( iii ) all other sums , if any , that shall have become due and payable , including interest at the Default Rate with respect to any past due amounts ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: On the date of receipt by Bank of the amount specified above with respect to each such item of Financed Equipment subject to an Event of Loss , this Agreement shall terminate as to such Financed Equipment .
Answer:","Bank, ORG","[O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","On the date of receipt by Bank of the amount specified above with respect to each such item of Financed Equipment subject to an Event of Loss , this Agreement shall terminate as to such Financed Equipment ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Any proceeds of insurance maintained by Borrower pursuant to this Section and received by Borrower will be paid to Bank , promptly upon their receipt by Borrower .
Answer:","Borrower, PER
Borrower, PER
Bank, ORG
Borrower, PER","[O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, B-PER, O, O, O, O, B-ORG, O, O, O, O, O, O, B-PER, O]","Any proceeds of insurance maintained by Borrower pursuant to this Section and received by Borrower will be paid to Bank , promptly upon their receipt by Borrower ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: If any proceeds of insurance or awards received from governmental authorities are in excess of the amount owed under this Section , Bank shall promptly remit to Borrower the amount in excess of the amount owed to Bank .
Answer:","Bank, ORG
Borrower, PER
Bank, ORG","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, B-ORG, O]","If any proceeds of insurance or awards received from governmental authorities are in excess of the amount owed under this Section , Bank shall promptly remit to Borrower the amount in excess of the amount owed to Bank ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: 7 . 1 BORROWER WILL NOT DO ANY OF THE FOLLOWING :
Answer:","BORROWER, PER","[O, O, O, B-PER, O, O, O, O, O, O, O, O]",7 . 1 BORROWER WILL NOT DO ANY OF THE FOLLOWING :
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Change its name or the chief executive office or principal place of business , move or dispose of any interest in the Collateral , permit any lien or security interest to attach to the Collateral , or enter into any transaction outside the ordinary course of Borrower ' s business .
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O]","Change its name or the chief executive office or principal place of business , move or dispose of any interest in the Collateral , permit any lien or security interest to attach to the Collateral , or enter into any transaction outside the ordinary course of Borrower ' s business ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: 9 < PAGE > 10 Become an "" investment company "" or a company controlled by an "" investment company ,"" under the Investment Company Act of 1940 or undertake as one of its important activities extending credit to purchase or carry margin stock , or use the proceeds of any Advance for that purpose ; fail to meet the minimum funding requirements of ERISA , permit a Reportable Event or Prohibited Transaction , as defined in ERISA , to occur , fail to comply with the Federal Fair Labor Standards Act or violate any other law or regulation , if the violation could have a material adverse effect on Borrower ' s business or operations or cause a Material Adverse Change , or permit any of its Subsidiaries to do so .
Answer:","ERISA, ORG
ERISA, ORG
Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","9 < PAGE > 10 Become an "" investment company "" or a company controlled by an "" investment company ,"" under the Investment Company Act of 1940 or undertake as one of its important activities extending credit to purchase or carry margin stock , or use the proceeds of any Advance for that purpose ; fail to meet the minimum funding requirements of ERISA , permit a Reportable Event or Prohibited Transaction , as defined in ERISA , to occur , fail to comply with the Federal Fair Labor Standards Act or violate any other law or regulation , if the violation could have a material adverse effect on Borrower ' s business or operations or cause a Material Adverse Change , or permit any of its Subsidiaries to do so ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower fails to pay any of the Obligations when due ;
Answer:","Borrower, PER","[B-PER, O, O, O, O, O, O, O, O, O, O]",Borrower fails to pay any of the Obligations when due ;
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: If Borrower violates any covenant in Section 7 or does not perform or observe any other material term , condition or covenant in this Agreement , any Loan Documents , or in any agreement between Borrower and Bank and as to any default under a term , condition or covenant that can be cured , has not cured the default within 10 days after it occurs , or if the default cannot be cured within 10 days or cannot be cured after Borrower ' s attempts within 10 day period , and the default may be cured within a reasonable time , then Borrower has an additional period ( of not more than 30 days ) to attempt to cure the default .
Answer:","Borrower, PER
Borrower, PER
Bank, ORG
Borrower, PER
Borrower, PER","[O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","If Borrower violates any covenant in Section 7 or does not perform or observe any other material term , condition or covenant in this Agreement , any Loan Documents , or in any agreement between Borrower and Bank and as to any default under a term , condition or covenant that can be cured , has not cured the default within 10 days after it occurs , or if the default cannot be cured within 10 days or cannot be cured after Borrower ' s attempts within 10 day period , and the default may be cured within a reasonable time , then Borrower has an additional period ( of not more than 30 days ) to attempt to cure the default ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: If there ( i ) occurs a material adverse change in the business , operations , or condition ( financial or otherwise ) of the Borrower , or ( ii ) is a material impairment of the prospect of repayment of any portion of the Obligations .
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","If there ( i ) occurs a material adverse change in the business , operations , or condition ( financial or otherwise ) of the Borrower , or ( ii ) is a material impairment of the prospect of repayment of any portion of the Obligations ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: If any material portion of Borrower ' s assets is attached , seized , levied on , or comes into possession of a trustee or receiver and the attachment , seizure or levy is not removed in 10 days , or if Borrower is enjoined , restrained , or prevented by court order from conducting a material part of its business or if a judgment or other claim becomes a Lien on a material portion of Borrower ' s assets , or if a notice of lien , levy , or assessment is filed against any of Borrower ' s assets by any government agency and not paid within 10 days after Borrower receives notice .
Answer:","Borrower, PER
Borrower, PER
Borrower, PER
Borrower, PER
Borrower, PER","[O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O]","If any material portion of Borrower ' s assets is attached , seized , levied on , or comes into possession of a trustee or receiver and the attachment , seizure or levy is not removed in 10 days , or if Borrower is enjoined , restrained , or prevented by court order from conducting a material part of its business or if a judgment or other claim becomes a Lien on a material portion of Borrower ' s assets , or if a notice of lien , levy , or assessment is filed against any of Borrower ' s assets by any government agency and not paid within 10 days after Borrower receives notice ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: These are not Events of Default if stayed or if a bond is posted pending contest by Borrower ( but no Credit Extensions will be made during the cure period );
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O]",These are not Events of Default if stayed or if a bond is posted pending contest by Borrower ( but no Credit Extensions will be made during the cure period );
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: If Borrower becomes insolvent or if Borrower begins an Insolvency Proceeding or an Insolvency Proceeding is begun against Borrower and not dismissed or stayed within 30 days ( but no Credit Extensions will be made before any Insolvency Proceeding is dismissed );
Answer:","Borrower, PER
Borrower, PER
Borrower, PER","[O, B-PER, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",If Borrower becomes insolvent or if Borrower begins an Insolvency Proceeding or an Insolvency Proceeding is begun against Borrower and not dismissed or stayed within 30 days ( but no Credit Extensions will be made before any Insolvency Proceeding is dismissed );
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: If there is a default in any agreement between Borrower and a third party that gives the third party the right to accelerate any Indebtedness exceeding $ 100 , 000 or that could cause a Material Adverse Change ;
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","If there is a default in any agreement between Borrower and a third party that gives the third party the right to accelerate any Indebtedness exceeding $ 100 , 000 or that could cause a Material Adverse Change ;"
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: If a money judgment ( s ) in the aggregate of at least $ 50 , 000 is rendered against Borrower and is unsatisfied and unstayed for 10 days ( but no Advances will be made before the judgment is stayed or satisfied ); or
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","If a money judgment ( s ) in the aggregate of at least $ 50 , 000 is rendered against Borrower and is unsatisfied and unstayed for 10 days ( but no Advances will be made before the judgment is stayed or satisfied ); or"
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: If Borrower or any Person acting for Borrower makes any material misrepresentation or material misstatement now or later in any warranty or representation in this Agreement or in any writing delivered to Bank or to induce Bank to enter this Agreement or any Loan Document .
Answer:","Borrower, PER
Borrower, PER
Bank, ORG
Bank, ORG","[O, B-PER, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O]",If Borrower or any Person acting for Borrower makes any material misrepresentation or material misstatement now or later in any warranty or representation in this Agreement or in any writing delivered to Bank or to induce Bank to enter this Agreement or any Loan Document .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: 9 BANK ' S RIGHTS AND REMEDIES
Answer:","BANK, ORG","[O, B-ORG, O, O, O, O, O]",9 BANK ' S RIGHTS AND REMEDIES
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: When an Event of Default occurs and continues Bank may , without notice or demand , do any or all of the following :
Answer:","Bank, ORG","[O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","When an Event of Default occurs and continues Bank may , without notice or demand , do any or all of the following :"
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: ( a ) Declare all Obligations immediately due and payable ( but if an Event of Default described in Section 8 . 5 occurs all Obligations are immediately due and payable without any action by Bank );
Answer:","Bank, ORG","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O]",( a ) Declare all Obligations immediately due and payable ( but if an Event of Default described in Section 8 . 5 occurs all Obligations are immediately due and payable without any action by Bank );
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: ( b ) Stop advancing money or extending credit for Borrower ' s benefit under this Agreement or under any other agreement between Borrower and Bank ;
Answer:","Borrower, PER
Borrower, PER
Bank, ORG","[O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, B-ORG, O]",( b ) Stop advancing money or extending credit for Borrower ' s benefit under this Agreement or under any other agreement between Borrower and Bank ;
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower will assemble the Collateral if Bank requires and make it available as Bank designates .
Answer:","Borrower, PER
Bank, ORG
Bank, ORG","[B-PER, O, O, O, O, O, B-ORG, O, O, O, O, O, O, B-ORG, O, O]",Borrower will assemble the Collateral if Bank requires and make it available as Bank designates .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Bank may enter premises where the Collateral is located , take and maintain possession of any part of the Collateral , and pay , purchase , contest , or compromise any Lien which appears to be prior or superior to its security interest and pay all expenses incurred .
Answer:","Bank, ORG","[B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","Bank may enter premises where the Collateral is located , take and maintain possession of any part of the Collateral , and pay , purchase , contest , or compromise any Lien which appears to be prior or superior to its security interest and pay all expenses incurred ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Borrower grants Bank a license to enter and occupy any of its premises , without charge , to exercise any of Bank ' s rights or remedies ;
Answer:","Borrower, PER
Bank, ORG
Bank, ORG","[B-PER, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O]","Borrower grants Bank a license to enter and occupy any of its premises , without charge , to exercise any of Bank ' s rights or remedies ;"
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: ( d ) Apply to the Obligations any ( i ) balances and deposits of Borrower it holds , or ( ii ) any amount held by Bank owing to or for the credit or the account of Borrower ;
Answer:","Borrower, PER
Bank, ORG
Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, B-PER, O]","( d ) Apply to the Obligations any ( i ) balances and deposits of Borrower it holds , or ( ii ) any amount held by Bank owing to or for the credit or the account of Borrower ;"
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Effective only when an Event of Default occurs and continues , Borrower irrevocably appoints Bank as its lawful attorney to : ( i ) transfer the Collateral into the name of Bank or a third party as the Code permits .
Answer:","Borrower, PER
Bank, ORG
Bank, ORG","[O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O]","Effective only when an Event of Default occurs and continues , Borrower irrevocably appoints Bank as its lawful attorney to : ( i ) transfer the Collateral into the name of Bank or a third party as the Code permits ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Bank may exercise the power of attorney to sign Borrower ' s name on any documents necessary to perfect or continue the perfection of any security interest regardless of whether an Event of Default has occurred .
Answer:","Bank, ORG
Borrower, PER","[B-ORG, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",Bank may exercise the power of attorney to sign Borrower ' s name on any documents necessary to perfect or continue the perfection of any security interest regardless of whether an Event of Default has occurred .
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Bank ' s appointment as Borrower ' s attorney in fact , and all of Bank ' s rights and powers , coupled
Answer:","Bank, ORG
Borrower, PER
Bank, ORG","[B-ORG, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O]","Bank ' s appointment as Borrower ' s attorney in fact , and all of Bank ' s rights and powers , coupled"
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: 11 < PAGE > 12 with an interest , are irrevocable until all Obligations have been fully repaid and performed and Bank ' s obligation to provide Credit Extensions terminates .
Answer:","Bank, ORG","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, O, O, O, O, O, O, O, O, O]","11 < PAGE > 12 with an interest , are irrevocable until all Obligations have been fully repaid and performed and Bank ' s obligation to provide Credit Extensions terminates ."
